geographicaream49,country,region,measureditemcpc,crop,timepointyears,loss_per_clean,percentage_loss_of_quantity,loss_quantity,loss_qualitiative,loss_monetary,activity,fsc_location1,periodofstorage,treatment,causeofloss,samplesize,units,method_datacollection,tag_datacollection,reference,url
144,Sri Lanka,,1530,sweet potatoes,2010,4.9935,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
152,Chile,,1341,apples,2010,0.6157,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
152,Chile,,2211,raw milk of cattle,2010,1.5415,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
188,Costa Rica,,1312,bananas,2010,2.7725,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
192,Cuba,,112,Maize (Corn),2010,16.77,16.7661644,,,,,Total Supply Chain Estimate,,,,,,"Hoja De Balance De Alimentos, Cuba 2010",Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
192,Cuba,,112,maize (corn),2010,4.8995,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
192,Cuba,,112,maize (corn),2010,4.8995,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
192,Cuba,,112,maize (corn),2010,4.8995,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
192,Cuba,,1313,Plantains And Others,2010,1.01,1.008645533,,,,,Total Supply Chain Estimate,,,,,,"Hoja De Balance De Alimentos, Cuba 2010",Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
192,Cuba,,1313,plantains and others,2010,1.0086,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
192,Cuba,,1510,Potatoes,2010,2.14,2.140992167,,,,,Total Supply Chain Estimate,,,,,,"Hoja De Balance De Alimentos, Cuba 2011",Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
192,Cuba,,1510,potatoes,2010,2.141,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
192,Cuba,,1530,sweet potatoes,2010,4.4965,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
192,Cuba,,1701,"Beans, Dry",2010,0.37,0.372953418,,,,,Total Supply Chain Estimate,,,,,,"Hoja De Balance De Alimentos, Cuba 2010",Food Balance Sheet/Ag. Production Questionnaire,FAO Sources,
192,Cuba,,1701,"beans, dry",2010,0.373,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
196,Cyprus,,115,barley,2010,0.5427,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
203,Czechia,,111,wheat,2010,0.6248,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
203,Czechia,,115,barley,2010,0.6311,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
203,Czechia,,116,rye,2010,0.8458,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
203,Czechia,,117,oats,2010,0.9404,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
203,Czechia,,1330,grapes,2010,3.0486,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
204,Benin,,114,Sorghum,2010,8.5,8.5,,,,Harvesting/field drying,Harvest,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
204,Benin,,1234,Tomatoes,2010,27.2,26.4-28,,,,,Retail,,,,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf
204,Benin,,1234,Tomatoes,2010,26,23-29,,,,,Producer,,,,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf
204,Benin,,1234,Tomatoes,2010,26.2,21.2-31.2,,,,,Wholesale,,,,,,,-,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307
204,Benin,,1234,Tomatoes,2010,53,53,,,,,Producer,,,,,,,-,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307
204,Benin,,1316,Mangoes,2010,45.4,20.8-70,,,,,Wholesale,,,,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf
204,Benin,,1316,Mangoes,2010,49.5,22.5-76.5,,,,,Retail,,,,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf
204,Benin,,1318,Pineapples,2010,13.9,5-22.8,,,,,Wholesale,,,,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf
204,Benin,,1318,Pineapples,2010,22,22,,,,,Retail,,,,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf
204,Benin,,1323,Oranges,2010,30.95,10.9-51,,,,,Retail,,,,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf
204,Benin,,1323,Oranges,2010,10,5.0-15,,,,,Producer,,,,,,,Rapid Assessment,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307
204,Benin,,1323,Oranges,2010,26.3,11.6-41,,,,,Wholesale,,,,,,,-,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307
204,Benin,,1323,Oranges,2010,26.3,11.6-41,,,,,Wholesale,,,,,,,-,Kitinoja,http://www.sciencedirect.com/science/article/pii/S0305750X14002307
204,Benin,,1651,"Pepper, Sweet",2010,10.45,5.9-15,,,,,Producer,,,,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf
204,Benin,,1651,"Pepper, Sweet",2010,9.5,8.0-11,,,,,Retail,,,,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf
204,Benin,,1651,"Pepper, Sweet",2010,12.1,6.2-18,,,,,Wholesale,,,,,,,Rapid Assessment,Kitinoja,http://ucanr.edu/datastoreFiles/234-1847.pdf
208,Denmark,,111,Wheat,2010,3,3.002035613,,,,,Total Supply Chain Estimate,,,,,,Statbank Prod-Prod Less Waste,FAO Sources,FAO Sources,
208,Denmark,,111,wheat,2010,3.002,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,115,Barley,2010,3,2.995337604,,,,,Total Supply Chain Estimate,,,,,,Statbank Prod - Prod Less Waste,FAO Sources,FAO Sources,
208,Denmark,,115,barley,2010,2.9953,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,116,rye,2010,3.0232,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,117,Oats,2010,3.06,3.06122449,,,,,Total Supply Chain Estimate,,,,,,Http://Www.Statbank.Dk/Statbank5A/Default.Asp?W=12809 Prod - Prod Less Waste),FAO Sources,FAO Sources,
208,Denmark,,117,oats,2010,3.0612,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,1212,cabbages,2010,13.21,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,1214,lettuce and chicory,2010,6.2887,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,1251,carrots and turnips,2010,14.3089,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,1253.02,"onions and shallots, dry (excluding dehydrated)",2010,7.2699,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,1270,mushrooms and truffles,2010,5.6465,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,1341,apples,2010,4.9291,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,1342.01,pears,2010,1.378,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,1510,Potatoes,2010,15.97,15.96700545,,,,,Total Supply Chain Estimate,,,,,,Http://Www.Dst.Dk/Pukora/Epub/Upload/16604/Landbrug.Pdf(Prod - Prod Less Waste),FAO Sources,FAO Sources,
208,Denmark,,1510,potatoes,2010,15.967,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,1705,"peas, dry",2010,3.5714,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
208,Denmark,,231,"hen eggs in shell, fresh",2010,1.0474,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,111,wheat,2010,0.105,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,113,rice,2010,4.3958,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,115,barley,2010,4.2705,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,117,oats,2010,0.9877,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,1312,bananas,2010,0.6304,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,1313,plantains and others,2010,1.8272,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,1319,"other tropical fruits, n.e.c.",2010,0.1627,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,1330,grapes,2010,0,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,1354,strawberries,2010,0.0533,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,1355.9,other berries and fruits of the genus vaccinium,2010,18.507,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,1599.1,"edible roots and tubers with high starch or inulin content, n.e.c., fresh",2010,2.5,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,1610,"coffee, green",2010,1.595,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
218,Ecuador,,1921.01,"seed cotton, unginned",2010,2.0101,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
222,El Salvador,,1610,"coffee, green",2010,1.8644,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
222,El Salvador,,1802,sugar cane,2010,0.5148,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
231,Ethiopia,,112,Maize (Corn),2010,4,4,,,,,Producer,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
231,Ethiopia,,112,Maize (Corn),2010,4,4,,,,Farm storage,Storage,,,,,,Expert Opinon; Literature; Limited Sampling; Estimations,APHLIS,,https://www.aphlis.net/en/page/2/country-tables#/datatables/country-tables?lang=en&metric=prc&crop=324&year=2003
233,Estonia,,115,Barley,2010,0.4,0.401849134,,,,,Total Supply Chain Estimate,,,,,,Nsi Web. Balance,FAO Sources,FAO Sources,
233,Estonia,,115,Barley,2010,0.74,0.736200171,,,,,Total Supply Chain Estimate,,,,,,Nsi Web. Balance,FAO Sources,FAO Sources,
233,Estonia,,115,barley,2010,0.4018,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
233,Estonia,,116,rye,2010,0.76,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,111,wheat,2010,0.9291,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,112,maize (corn),2010,0.8873,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,112,maize (corn),2010,0.8873,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,112,maize (corn),2010,0.8873,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,113,rice,2010,0.8322,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,115,barley,2010,0.8217,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,117,oats,2010,0.647,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,1213,cauliflowers and broccoli,2010,12.7128,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,1234,tomatoes,2010,17.2041,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,1341,apples,2010,4.5681,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,1510,potatoes,2010,15.8259,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,2211,raw milk of cattle,2010,0.1824,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,2291,raw milk of sheep,2010,0.6558,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
250,France,,231,"hen eggs in shell, fresh",2010,0.8663,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
266,Gabon,,1313,plantains and others,2010,27.5791,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
266,Gabon,,1520.01,"cassava, fresh",2010,19.1896,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
266,Gabon,,1540,yams,2010,17.3684,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
268,Georgia,,111,Wheat,2010,24.79,24.79338843,,,,,Total Supply Chain Estimate,,,,,,Nsi Web. Agriculture Yb 2010,National Statistics Yearbook,FAO Sources,
268,Georgia,,111,wheat,2010,1.5615,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
268,Georgia,,112,Maize (Corn),2010,3.54,3.543586109,,,,,Total Supply Chain Estimate,,,,,,Nsi Web. Agriculture Yb 2010.Balance,National Statistics Yearbook,FAO Sources,
268,Georgia,,112,maize (corn),2010,3.5436,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
268,Georgia,,112,maize (corn),2010,3.5436,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
268,Georgia,,112,maize (corn),2010,3.5436,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
268,Georgia,,1330,Grapes,2010,3.31,3.314001657,,,,,Total Supply Chain Estimate,,,,,,Nsi Web. Agr Yb 2010,National Statistics Yearbook,FAO Sources,
268,Georgia,,1330,grapes,2010,3.314,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
268,Georgia,,1510,Potatoes,2010,0.44,0.437062937,,,,,Total Supply Chain Estimate,,,,,,Nsi Web. Agriculture Yb 2010.Balance,National Statistics Yearbook,FAO Sources,
268,Georgia,,1510,potatoes,2010,0.4371,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,111,Wheat,2010,2.65,2.646562306,,,,,Total Supply Chain Estimate,,,,,,Stat. Jahr. Land Und Forsten 2012 P. 212,FAO Sources,FAO Sources,
276,Germany,,111,wheat,2010,2.6826,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,112,Maize (Corn),2010,3.02,3.019961207,,,,,Total Supply Chain Estimate,,,,,,Stat. Jahr. Land Und Forsten 2012 P. 216,FAO Sources,FAO Sources,
276,Germany,,112,maize (corn),2010,2.9206,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,112,maize (corn),2010,2.9206,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,112,maize (corn),2010,2.9206,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,115,Barley,2010,2.31,2.314614727,,,,,Total Supply Chain Estimate,,,,,,Stat. Jahr. Land Und Forsten 2012 P. 214,FAO Sources,FAO Sources,
276,Germany,,115,barley,2010,2.3337,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,116,rye,2010,2.5858,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,117,Oats,2010,3,2.99850075,,,,,Total Supply Chain Estimate,,,,,,Stat. Jahr. Land Und Forsten 2012 P. 215,FAO Sources,FAO Sources,
276,Germany,,117,oats,2010,3.0098,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,1191,triticale,2010,2.0399,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,1290.9,"other vegetables, fresh n.e.c.",2010,6.9211,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,1341,apples,2010,1.1977,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,141,soya beans,2010,0.3545,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
276,Germany,,1441,linseed,2010,1.0538,,,,,,Total Supply Chain Estimate,,,,,,,Food Balance Sheet/Ag. Production Questionnaire,,
